,model,score,task,category,question_id
1656,llama-3.2-3b-instruct,0.0,math_comp,math,517cd7f7578a66ffb1db890e4e9eb82575bba1846237331117874aae1b144f1f
1657,mistral-24b,0.0,math_comp,math,517cd7f7578a66ffb1db890e4e9eb82575bba1846237331117874aae1b144f1f
1658,mistral-7b,0.0,math_comp,math,517cd7f7578a66ffb1db890e4e9eb82575bba1846237331117874aae1b144f1f
1659,qwen-2.5-3b-instruct,0.0,math_comp,math,517cd7f7578a66ffb1db890e4e9eb82575bba1846237331117874aae1b144f1f
1660,qwen-32b,0.0,math_comp,math,517cd7f7578a66ffb1db890e4e9eb82575bba1846237331117874aae1b144f1f
1661,gemma-3-12b-it,100.0,math_comp,math,58a7cb59a3183f7cf4223b926070e9a2e0059d16ec8d897348047ac743877c8f
1662,gemma-3-1b-it,100.0,math_comp,math,58a7cb59a3183f7cf4223b926070e9a2e0059d16ec8d897348047ac743877c8f
1663,gemma-3-4b-it,100.0,math_comp,math,58a7cb59a3183f7cf4223b926070e9a2e0059d16ec8d897348047ac743877c8f
1664,llama-3.1-70b-instruct,100.0,math_comp,math,58a7cb59a3183f7cf4223b926070e9a2e0059d16ec8d897348047ac743877c8f
1665,llama-3.1-8b-instruct,100.0,math_comp,math,58a7cb59a3183f7cf4223b926070e9a2e0059d16ec8d897348047ac743877c8f
1666,llama-3.2-1b-instruct,100.0,math_comp,math,58a7cb59a3183f7cf4223b926070e9a2e0059d16ec8d897348047ac743877c8f
1667,llama-3.2-3b-instruct,100.0,math_comp,math,58a7cb59a3183f7cf4223b926070e9a2e0059d16ec8d897348047ac743877c8f
1668,mistral-24b,100.0,math_comp,math,58a7cb59a3183f7cf4223b926070e9a2e0059d16ec8d897348047ac743877c8f
1669,mistral-7b,0.0,math_comp,math,58a7cb59a3183f7cf4223b926070e9a2e0059d16ec8d897348047ac743877c8f
1670,qwen-2.5-3b-instruct,0.0,math_comp,math,58a7cb59a3183f7cf4223b926070e9a2e0059d16ec8d897348047ac743877c8f
1671,qwen-32b,100.0,math_comp,math,58a7cb59a3183f7cf4223b926070e9a2e0059d16ec8d897348047ac743877c8f
1672,gemma-3-12b-it,0.0,math_comp,math,5f206ce247321fab33b6c1674a9ad5f9e1955b7dc6ae5104f40b56274e412593
1673,gemma-3-1b-it,0.0,math_comp,math,5f206ce247321fab33b6c1674a9ad5f9e1955b7dc6ae5104f40b56274e412593
1674,gemma-3-4b-it,0.0,math_comp,math,5f206ce247321fab33b6c1674a9ad5f9e1955b7dc6ae5104f40b56274e412593
1675,llama-3.1-70b-instruct,0.0,math_comp,math,5f206ce247321fab33b6c1674a9ad5f9e1955b7dc6ae5104f40b56274e412593
1676,llama-3.1-8b-instruct,0.0,math_comp,math,5f206ce247321fab33b6c1674a9ad5f9e1955b7dc6ae5104f40b56274e412593
1677,llama-3.2-1b-instruct,0.0,math_comp,math,5f206ce247321fab33b6c1674a9ad5f9e1955b7dc6ae5104f40b56274e412593
1678,llama-3.2-3b-instruct,0.0,math_comp,math,5f206ce247321fab33b6c1674a9ad5f9e1955b7dc6ae5104f40b56274e412593
1679,mistral-24b,0.0,math_comp,math,5f206ce247321fab33b6c1674a9ad5f9e1955b7dc6ae5104f40b56274e412593
1680,mistral-7b,0.0,math_comp,math,5f206ce247321fab33b6c1674a9ad5f9e1955b7dc6ae5104f40b56274e412593
1681,qwen-2.5-3b-instruct,0.0,math_comp,math,5f206ce247321fab33b6c1674a9ad5f9e1955b7dc6ae5104f40b56274e412593
1682,qwen-32b,0.0,math_comp,math,5f206ce247321fab33b6c1674a9ad5f9e1955b7dc6ae5104f40b56274e412593
1683,gemma-3-12b-it,100.0,math_comp,math,632d64289534539bfb811186505d301b98fb6d8ff9bbe03fa753c6e0b38a58ea
1684,gemma-3-1b-it,0.0,math_comp,math,632d64289534539bfb811186505d301b98fb6d8ff9bbe03fa753c6e0b38a58ea
1685,gemma-3-4b-it,100.0,math_comp,math,632d64289534539bfb811186505d301b98fb6d8ff9bbe03fa753c6e0b38a58ea
1686,llama-3.1-70b-instruct,100.0,math_comp,math,632d64289534539bfb811186505d301b98fb6d8ff9bbe03fa753c6e0b38a58ea
1687,llama-3.1-8b-instruct,100.0,math_comp,math,632d64289534539bfb811186505d301b98fb6d8ff9bbe03fa753c6e0b38a58ea
1688,llama-3.2-1b-instruct,0.0,math_comp,math,632d64289534539bfb811186505d301b98fb6d8ff9bbe03fa753c6e0b38a58ea
1689,llama-3.2-3b-instruct,0.0,math_comp,math,632d64289534539bfb811186505d301b98fb6d8ff9bbe03fa753c6e0b38a58ea
1690,mistral-24b,0.0,math_comp,math,632d64289534539bfb811186505d301b98fb6d8ff9bbe03fa753c6e0b38a58ea
1691,mistral-7b,0.0,math_comp,math,632d64289534539bfb811186505d301b98fb6d8ff9bbe03fa753c6e0b38a58ea
1692,qwen-2.5-3b-instruct,0.0,math_comp,math,632d64289534539bfb811186505d301b98fb6d8ff9bbe03fa753c6e0b38a58ea
1693,qwen-32b,100.0,math_comp,math,632d64289534539bfb811186505d301b98fb6d8ff9bbe03fa753c6e0b38a58ea
1694,gemma-3-12b-it,100.0,math_comp,math,646be9b27b686ec9bbe24c575292a653b8ed6dddde0ea5d79a462c314fe960c7
1695,gemma-3-1b-it,0.0,math_comp,math,646be9b27b686ec9bbe24c575292a653b8ed6dddde0ea5d79a462c314fe960c7
1696,gemma-3-4b-it,100.0,math_comp,math,646be9b27b686ec9bbe24c575292a653b8ed6dddde0ea5d79a462c314fe960c7
1697,llama-3.1-70b-instruct,0.0,math_comp,math,646be9b27b686ec9bbe24c575292a653b8ed6dddde0ea5d79a462c314fe960c7
1698,llama-3.1-8b-instruct,0.0,math_comp,math,646be9b27b686ec9bbe24c575292a653b8ed6dddde0ea5d79a462c314fe960c7
1699,llama-3.2-1b-instruct,100.0,math_comp,math,646be9b27b686ec9bbe24c575292a653b8ed6dddde0ea5d79a462c314fe960c7
1700,llama-3.2-3b-instruct,0.0,math_comp,math,646be9b27b686ec9bbe24c575292a653b8ed6dddde0ea5d79a462c314fe960c7
1701,mistral-24b,0.0,math_comp,math,646be9b27b686ec9bbe24c575292a653b8ed6dddde0ea5d79a462c314fe960c7
1702,mistral-7b,0.0,math_comp,math,646be9b27b686ec9bbe24c575292a653b8ed6dddde0ea5d79a462c314fe960c7
1703,qwen-2.5-3b-instruct,100.0,math_comp,math,646be9b27b686ec9bbe24c575292a653b8ed6dddde0ea5d79a462c314fe960c7
1704,qwen-32b,100.0,math_comp,math,646be9b27b686ec9bbe24c575292a653b8ed6dddde0ea5d79a462c314fe960c7
1705,gemma-3-12b-it,0.0,math_comp,math,75c1c68d2a38e7013b562fd74dd91a1d2b8d8e83303fdd6f7dc55686487101e6
1706,gemma-3-1b-it,0.0,math_comp,math,75c1c68d2a38e7013b562fd74dd91a1d2b8d8e83303fdd6f7dc55686487101e6
1707,gemma-3-4b-it,0.0,math_comp,math,75c1c68d2a38e7013b562fd74dd91a1d2b8d8e83303fdd6f7dc55686487101e6
1708,llama-3.1-70b-instruct,0.0,math_comp,math,75c1c68d2a38e7013b562fd74dd91a1d2b8d8e83303fdd6f7dc55686487101e6
1709,llama-3.1-8b-instruct,0.0,math_comp,math,75c1c68d2a38e7013b562fd74dd91a1d2b8d8e83303fdd6f7dc55686487101e6
1710,llama-3.2-1b-instruct,0.0,math_comp,math,75c1c68d2a38e7013b562fd74dd91a1d2b8d8e83303fdd6f7dc55686487101e6
1711,llama-3.2-3b-instruct,0.0,math_comp,math,75c1c68d2a38e7013b562fd74dd91a1d2b8d8e83303fdd6f7dc55686487101e6
1712,mistral-24b,0.0,math_comp,math,75c1c68d2a38e7013b562fd74dd91a1d2b8d8e83303fdd6f7dc55686487101e6
1713,mistral-7b,0.0,math_comp,math,75c1c68d2a38e7013b562fd74dd91a1d2b8d8e83303fdd6f7dc55686487101e6
1714,qwen-2.5-3b-instruct,0.0,math_comp,math,75c1c68d2a38e7013b562fd74dd91a1d2b8d8e83303fdd6f7dc55686487101e6
1715,qwen-32b,0.0,math_comp,math,75c1c68d2a38e7013b562fd74dd91a1d2b8d8e83303fdd6f7dc55686487101e6
1716,gemma-3-12b-it,100.0,math_comp,math,75ee28de242ec3fdb73c28ba2b23ada96c865764210fee43dc68a0667295effe
1717,gemma-3-1b-it,0.0,math_comp,math,75ee28de242ec3fdb73c28ba2b23ada96c865764210fee43dc68a0667295effe
1718,gemma-3-4b-it,0.0,math_comp,math,75ee28de242ec3fdb73c28ba2b23ada96c865764210fee43dc68a0667295effe
1719,llama-3.1-70b-instruct,0.0,math_comp,math,75ee28de242ec3fdb73c28ba2b23ada96c865764210fee43dc68a0667295effe
1720,llama-3.1-8b-instruct,0.0,math_comp,math,75ee28de242ec3fdb73c28ba2b23ada96c865764210fee43dc68a0667295effe
1721,llama-3.2-1b-instruct,0.0,math_comp,math,75ee28de242ec3fdb73c28ba2b23ada96c865764210fee43dc68a0667295effe
1722,llama-3.2-3b-instruct,0.0,math_comp,math,75ee28de242ec3fdb73c28ba2b23ada96c865764210fee43dc68a0667295effe
1723,mistral-24b,0.0,math_comp,math,75ee28de242ec3fdb73c28ba2b23ada96c865764210fee43dc68a0667295effe
1724,mistral-7b,0.0,math_comp,math,75ee28de242ec3fdb73c28ba2b23ada96c865764210fee43dc68a0667295effe
1725,qwen-2.5-3b-instruct,0.0,math_comp,math,75ee28de242ec3fdb73c28ba2b23ada96c865764210fee43dc68a0667295effe
1726,qwen-32b,0.0,math_comp,math,75ee28de242ec3fdb73c28ba2b23ada96c865764210fee43dc68a0667295effe
1727,gemma-3-12b-it,0.0,math_comp,math,88ea82c0cdb3a6657c995d2b096c55272cba856acd2951f7cb92ef8ea533d1cf
1728,gemma-3-1b-it,0.0,math_comp,math,88ea82c0cdb3a6657c995d2b096c55272cba856acd2951f7cb92ef8ea533d1cf
1729,gemma-3-4b-it,0.0,math_comp,math,88ea82c0cdb3a6657c995d2b096c55272cba856acd2951f7cb92ef8ea533d1cf
1730,llama-3.1-70b-instruct,0.0,math_comp,math,88ea82c0cdb3a6657c995d2b096c55272cba856acd2951f7cb92ef8ea533d1cf
1731,llama-3.1-8b-instruct,0.0,math_comp,math,88ea82c0cdb3a6657c995d2b096c55272cba856acd2951f7cb92ef8ea533d1cf
1732,llama-3.2-1b-instruct,0.0,math_comp,math,88ea82c0cdb3a6657c995d2b096c55272cba856acd2951f7cb92ef8ea533d1cf
1733,llama-3.2-3b-instruct,0.0,math_comp,math,88ea82c0cdb3a6657c995d2b096c55272cba856acd2951f7cb92ef8ea533d1cf
1734,mistral-24b,0.0,math_comp,math,88ea82c0cdb3a6657c995d2b096c55272cba856acd2951f7cb92ef8ea533d1cf
1735,mistral-7b,0.0,math_comp,math,88ea82c0cdb3a6657c995d2b096c55272cba856acd2951f7cb92ef8ea533d1cf
1736,qwen-2.5-3b-instruct,0.0,math_comp,math,88ea82c0cdb3a6657c995d2b096c55272cba856acd2951f7cb92ef8ea533d1cf
1737,qwen-32b,0.0,math_comp,math,88ea82c0cdb3a6657c995d2b096c55272cba856acd2951f7cb92ef8ea533d1cf
1738,gemma-3-12b-it,100.0,math_comp,math,8a2553a1a9daf028d7deb9f86f4d3b1542e8ab957bcc5de58b5b1c3ccefa4f7b
1739,gemma-3-1b-it,0.0,math_comp,math,8a2553a1a9daf028d7deb9f86f4d3b1542e8ab957bcc5de58b5b1c3ccefa4f7b
1740,gemma-3-4b-it,100.0,math_comp,math,8a2553a1a9daf028d7deb9f86f4d3b1542e8ab957bcc5de58b5b1c3ccefa4f7b
1741,llama-3.1-70b-instruct,100.0,math_comp,math,8a2553a1a9daf028d7deb9f86f4d3b1542e8ab957bcc5de58b5b1c3ccefa4f7b
1742,llama-3.1-8b-instruct,100.0,math_comp,math,8a2553a1a9daf028d7deb9f86f4d3b1542e8ab957bcc5de58b5b1c3ccefa4f7b
1743,llama-3.2-1b-instruct,0.0,math_comp,math,8a2553a1a9daf028d7deb9f86f4d3b1542e8ab957bcc5de58b5b1c3ccefa4f7b
1744,llama-3.2-3b-instruct,0.0,math_comp,math,8a2553a1a9daf028d7deb9f86f4d3b1542e8ab957bcc5de58b5b1c3ccefa4f7b
1745,mistral-24b,0.0,math_comp,math,8a2553a1a9daf028d7deb9f86f4d3b1542e8ab957bcc5de58b5b1c3ccefa4f7b
1746,mistral-7b,0.0,math_comp,math,8a2553a1a9daf028d7deb9f86f4d3b1542e8ab957bcc5de58b5b1c3ccefa4f7b
1747,qwen-2.5-3b-instruct,0.0,math_comp,math,8a2553a1a9daf028d7deb9f86f4d3b1542e8ab957bcc5de58b5b1c3ccefa4f7b
1748,qwen-32b,100.0,math_comp,math,8a2553a1a9daf028d7deb9f86f4d3b1542e8ab957bcc5de58b5b1c3ccefa4f7b
1749,gemma-3-12b-it,0.0,math_comp,math,8f3f8e01ff3c82ee28cf0f4b69df5b662d0bd40b4350c7faea3555096072ae19
1750,gemma-3-1b-it,0.0,math_comp,math,8f3f8e01ff3c82ee28cf0f4b69df5b662d0bd40b4350c7faea3555096072ae19
1751,gemma-3-4b-it,0.0,math_comp,math,8f3f8e01ff3c82ee28cf0f4b69df5b662d0bd40b4350c7faea3555096072ae19
1752,llama-3.1-70b-instruct,0.0,math_comp,math,8f3f8e01ff3c82ee28cf0f4b69df5b662d0bd40b4350c7faea3555096072ae19
1753,llama-3.1-8b-instruct,0.0,math_comp,math,8f3f8e01ff3c82ee28cf0f4b69df5b662d0bd40b4350c7faea3555096072ae19
1754,llama-3.2-1b-instruct,0.0,math_comp,math,8f3f8e01ff3c82ee28cf0f4b69df5b662d0bd40b4350c7faea3555096072ae19
1755,llama-3.2-3b-instruct,0.0,math_comp,math,8f3f8e01ff3c82ee28cf0f4b69df5b662d0bd40b4350c7faea3555096072ae19
1756,mistral-24b,0.0,math_comp,math,8f3f8e01ff3c82ee28cf0f4b69df5b662d0bd40b4350c7faea3555096072ae19
1757,mistral-7b,0.0,math_comp,math,8f3f8e01ff3c82ee28cf0f4b69df5b662d0bd40b4350c7faea3555096072ae19
1758,qwen-2.5-3b-instruct,0.0,math_comp,math,8f3f8e01ff3c82ee28cf0f4b69df5b662d0bd40b4350c7faea3555096072ae19
1759,qwen-32b,0.0,math_comp,math,8f3f8e01ff3c82ee28cf0f4b69df5b662d0bd40b4350c7faea3555096072ae19
1760,gemma-3-12b-it,100.0,math_comp,math,9c9e8d0f97ae449d799793e32347eb83ef6a743e2935bac5e4458b58d79d09f4
1761,gemma-3-1b-it,100.0,math_comp,math,9c9e8d0f97ae449d799793e32347eb83ef6a743e2935bac5e4458b58d79d09f4
1762,gemma-3-4b-it,100.0,math_comp,math,9c9e8d0f97ae449d799793e32347eb83ef6a743e2935bac5e4458b58d79d09f4
1763,llama-3.1-70b-instruct,100.0,math_comp,math,9c9e8d0f97ae449d799793e32347eb83ef6a743e2935bac5e4458b58d79d09f4
1764,llama-3.1-8b-instruct,0.0,math_comp,math,9c9e8d0f97ae449d799793e32347eb83ef6a743e2935bac5e4458b58d79d09f4
1765,llama-3.2-1b-instruct,0.0,math_comp,math,9c9e8d0f97ae449d799793e32347eb83ef6a743e2935bac5e4458b58d79d09f4
1766,llama-3.2-3b-instruct,0.0,math_comp,math,9c9e8d0f97ae449d799793e32347eb83ef6a743e2935bac5e4458b58d79d09f4
1767,mistral-24b,100.0,math_comp,math,9c9e8d0f97ae449d799793e32347eb83ef6a743e2935bac5e4458b58d79d09f4
1768,mistral-7b,0.0,math_comp,math,9c9e8d0f97ae449d799793e32347eb83ef6a743e2935bac5e4458b58d79d09f4
1769,qwen-2.5-3b-instruct,100.0,math_comp,math,9c9e8d0f97ae449d799793e32347eb83ef6a743e2935bac5e4458b58d79d09f4
1770,qwen-32b,100.0,math_comp,math,9c9e8d0f97ae449d799793e32347eb83ef6a743e2935bac5e4458b58d79d09f4
1771,gemma-3-12b-it,0.0,math_comp,math,9d3119b26b6fbbfe9e367826c2b397fbd42833e9c242e88f9ca06f4d5dbc3240
1772,gemma-3-1b-it,0.0,math_comp,math,9d3119b26b6fbbfe9e367826c2b397fbd42833e9c242e88f9ca06f4d5dbc3240
1773,gemma-3-4b-it,0.0,math_comp,math,9d3119b26b6fbbfe9e367826c2b397fbd42833e9c242e88f9ca06f4d5dbc3240
1774,llama-3.1-70b-instruct,0.0,math_comp,math,9d3119b26b6fbbfe9e367826c2b397fbd42833e9c242e88f9ca06f4d5dbc3240
1775,llama-3.1-8b-instruct,0.0,math_comp,math,9d3119b26b6fbbfe9e367826c2b397fbd42833e9c242e88f9ca06f4d5dbc3240
1776,llama-3.2-1b-instruct,0.0,math_comp,math,9d3119b26b6fbbfe9e367826c2b397fbd42833e9c242e88f9ca06f4d5dbc3240
1777,llama-3.2-3b-instruct,100.0,math_comp,math,9d3119b26b6fbbfe9e367826c2b397fbd42833e9c242e88f9ca06f4d5dbc3240
1778,mistral-24b,0.0,math_comp,math,9d3119b26b6fbbfe9e367826c2b397fbd42833e9c242e88f9ca06f4d5dbc3240
1779,mistral-7b,0.0,math_comp,math,9d3119b26b6fbbfe9e367826c2b397fbd42833e9c242e88f9ca06f4d5dbc3240
1780,qwen-2.5-3b-instruct,0.0,math_comp,math,9d3119b26b6fbbfe9e367826c2b397fbd42833e9c242e88f9ca06f4d5dbc3240
1781,qwen-32b,0.0,math_comp,math,9d3119b26b6fbbfe9e367826c2b397fbd42833e9c242e88f9ca06f4d5dbc3240
1782,gemma-3-12b-it,0.0,math_comp,math,a55a888455f193f6d48204519cb0568e01dbc30d23e76cb2f2392de6ff2d0a4a
1783,gemma-3-1b-it,0.0,math_comp,math,a55a888455f193f6d48204519cb0568e01dbc30d23e76cb2f2392de6ff2d0a4a
1784,gemma-3-4b-it,0.0,math_comp,math,a55a888455f193f6d48204519cb0568e01dbc30d23e76cb2f2392de6ff2d0a4a
1785,llama-3.1-70b-instruct,0.0,math_comp,math,a55a888455f193f6d48204519cb0568e01dbc30d23e76cb2f2392de6ff2d0a4a
1786,llama-3.1-8b-instruct,0.0,math_comp,math,a55a888455f193f6d48204519cb0568e01dbc30d23e76cb2f2392de6ff2d0a4a
1787,llama-3.2-1b-instruct,100.0,math_comp,math,a55a888455f193f6d48204519cb0568e01dbc30d23e76cb2f2392de6ff2d0a4a
1788,llama-3.2-3b-instruct,0.0,math_comp,math,a55a888455f193f6d48204519cb0568e01dbc30d23e76cb2f2392de6ff2d0a4a
1789,mistral-24b,0.0,math_comp,math,a55a888455f193f6d48204519cb0568e01dbc30d23e76cb2f2392de6ff2d0a4a
1790,mistral-7b,0.0,math_comp,math,a55a888455f193f6d48204519cb0568e01dbc30d23e76cb2f2392de6ff2d0a4a
1791,qwen-2.5-3b-instruct,0.0,math_comp,math,a55a888455f193f6d48204519cb0568e01dbc30d23e76cb2f2392de6ff2d0a4a
1792,qwen-32b,0.0,math_comp,math,a55a888455f193f6d48204519cb0568e01dbc30d23e76cb2f2392de6ff2d0a4a
1793,gemma-3-12b-it,100.0,math_comp,math,a622715b01d26810c6bcd92e4055d376024f1e4906e5809bb45b90eedbe483fa
1794,gemma-3-1b-it,100.0,math_comp,math,a622715b01d26810c6bcd92e4055d376024f1e4906e5809bb45b90eedbe483fa
1795,gemma-3-4b-it,100.0,math_comp,math,a622715b01d26810c6bcd92e4055d376024f1e4906e5809bb45b90eedbe483fa
1796,llama-3.1-70b-instruct,100.0,math_comp,math,a622715b01d26810c6bcd92e4055d376024f1e4906e5809bb45b90eedbe483fa
1797,llama-3.1-8b-instruct,100.0,math_comp,math,a622715b01d26810c6bcd92e4055d376024f1e4906e5809bb45b90eedbe483fa
1798,llama-3.2-1b-instruct,0.0,math_comp,math,a622715b01d26810c6bcd92e4055d376024f1e4906e5809bb45b90eedbe483fa
1799,llama-3.2-3b-instruct,0.0,math_comp,math,a622715b01d26810c6bcd92e4055d376024f1e4906e5809bb45b90eedbe483fa
1800,mistral-24b,0.0,math_comp,math,a622715b01d26810c6bcd92e4055d376024f1e4906e5809bb45b90eedbe483fa
1801,mistral-7b,100.0,math_comp,math,a622715b01d26810c6bcd92e4055d376024f1e4906e5809bb45b90eedbe483fa
1802,qwen-2.5-3b-instruct,100.0,math_comp,math,a622715b01d26810c6bcd92e4055d376024f1e4906e5809bb45b90eedbe483fa
1803,qwen-32b,100.0,math_comp,math,a622715b01d26810c6bcd92e4055d376024f1e4906e5809bb45b90eedbe483fa
1804,gemma-3-12b-it,0.0,math_comp,math,a84e6c888591b8182c32e6ed18291d6eaf9eee366fa818b014e9da41028f9576
1805,gemma-3-1b-it,0.0,math_comp,math,a84e6c888591b8182c32e6ed18291d6eaf9eee366fa818b014e9da41028f9576
1806,gemma-3-4b-it,0.0,math_comp,math,a84e6c888591b8182c32e6ed18291d6eaf9eee366fa818b014e9da41028f9576
1807,llama-3.1-70b-instruct,0.0,math_comp,math,a84e6c888591b8182c32e6ed18291d6eaf9eee366fa818b014e9da41028f9576
1808,llama-3.1-8b-instruct,0.0,math_comp,math,a84e6c888591b8182c32e6ed18291d6eaf9eee366fa818b014e9da41028f9576
1809,llama-3.2-1b-instruct,0.0,math_comp,math,a84e6c888591b8182c32e6ed18291d6eaf9eee366fa818b014e9da41028f9576
1810,llama-3.2-3b-instruct,0.0,math_comp,math,a84e6c888591b8182c32e6ed18291d6eaf9eee366fa818b014e9da41028f9576
1811,mistral-24b,0.0,math_comp,math,a84e6c888591b8182c32e6ed18291d6eaf9eee366fa818b014e9da41028f9576
1812,mistral-7b,100.0,math_comp,math,a84e6c888591b8182c32e6ed18291d6eaf9eee366fa818b014e9da41028f9576
1813,qwen-2.5-3b-instruct,0.0,math_comp,math,a84e6c888591b8182c32e6ed18291d6eaf9eee366fa818b014e9da41028f9576
1814,qwen-32b,0.0,math_comp,math,a84e6c888591b8182c32e6ed18291d6eaf9eee366fa818b014e9da41028f9576
1815,gemma-3-12b-it,0.0,math_comp,math,aa2010ecad86adbae918da3d5e90d8ad452b30dc2e32bde8dd6d0d4a6b02b667
1816,gemma-3-1b-it,0.0,math_comp,math,aa2010ecad86adbae918da3d5e90d8ad452b30dc2e32bde8dd6d0d4a6b02b667
1817,gemma-3-4b-it,0.0,math_comp,math,aa2010ecad86adbae918da3d5e90d8ad452b30dc2e32bde8dd6d0d4a6b02b667
1818,llama-3.1-70b-instruct,0.0,math_comp,math,aa2010ecad86adbae918da3d5e90d8ad452b30dc2e32bde8dd6d0d4a6b02b667
1819,llama-3.1-8b-instruct,0.0,math_comp,math,aa2010ecad86adbae918da3d5e90d8ad452b30dc2e32bde8dd6d0d4a6b02b667
1820,llama-3.2-1b-instruct,0.0,math_comp,math,aa2010ecad86adbae918da3d5e90d8ad452b30dc2e32bde8dd6d0d4a6b02b667
1821,llama-3.2-3b-instruct,0.0,math_comp,math,aa2010ecad86adbae918da3d5e90d8ad452b30dc2e32bde8dd6d0d4a6b02b667
1822,mistral-24b,0.0,math_comp,math,aa2010ecad86adbae918da3d5e90d8ad452b30dc2e32bde8dd6d0d4a6b02b667
1823,mistral-7b,0.0,math_comp,math,aa2010ecad86adbae918da3d5e90d8ad452b30dc2e32bde8dd6d0d4a6b02b667
1824,qwen-2.5-3b-instruct,0.0,math_comp,math,aa2010ecad86adbae918da3d5e90d8ad452b30dc2e32bde8dd6d0d4a6b02b667
1825,qwen-32b,0.0,math_comp,math,aa2010ecad86adbae918da3d5e90d8ad452b30dc2e32bde8dd6d0d4a6b02b667
1826,gemma-3-12b-it,0.0,math_comp,math,ab5fc6bd9234378b673d27db7059cdd7fc728ca444ea738812097763534bfe63
1827,gemma-3-1b-it,0.0,math_comp,math,ab5fc6bd9234378b673d27db7059cdd7fc728ca444ea738812097763534bfe63
1828,gemma-3-4b-it,0.0,math_comp,math,ab5fc6bd9234378b673d27db7059cdd7fc728ca444ea738812097763534bfe63
1829,llama-3.1-70b-instruct,0.0,math_comp,math,ab5fc6bd9234378b673d27db7059cdd7fc728ca444ea738812097763534bfe63
1830,llama-3.1-8b-instruct,0.0,math_comp,math,ab5fc6bd9234378b673d27db7059cdd7fc728ca444ea738812097763534bfe63
1831,llama-3.2-1b-instruct,0.0,math_comp,math,ab5fc6bd9234378b673d27db7059cdd7fc728ca444ea738812097763534bfe63
1832,llama-3.2-3b-instruct,0.0,math_comp,math,ab5fc6bd9234378b673d27db7059cdd7fc728ca444ea738812097763534bfe63
1833,mistral-24b,0.0,math_comp,math,ab5fc6bd9234378b673d27db7059cdd7fc728ca444ea738812097763534bfe63
1834,mistral-7b,0.0,math_comp,math,ab5fc6bd9234378b673d27db7059cdd7fc728ca444ea738812097763534bfe63
1835,qwen-2.5-3b-instruct,0.0,math_comp,math,ab5fc6bd9234378b673d27db7059cdd7fc728ca444ea738812097763534bfe63
1836,qwen-32b,0.0,math_comp,math,ab5fc6bd9234378b673d27db7059cdd7fc728ca444ea738812097763534bfe63
1837,gemma-3-12b-it,0.0,math_comp,math,b241aac6ed7f653107d3c9bb1e5cad42495fcaf7dc530316c4fff751471a4d65
1838,gemma-3-1b-it,0.0,math_comp,math,b241aac6ed7f653107d3c9bb1e5cad42495fcaf7dc530316c4fff751471a4d65
1839,gemma-3-4b-it,0.0,math_comp,math,b241aac6ed7f653107d3c9bb1e5cad42495fcaf7dc530316c4fff751471a4d65
1840,llama-3.1-70b-instruct,0.0,math_comp,math,b241aac6ed7f653107d3c9bb1e5cad42495fcaf7dc530316c4fff751471a4d65
1841,llama-3.1-8b-instruct,0.0,math_comp,math,b241aac6ed7f653107d3c9bb1e5cad42495fcaf7dc530316c4fff751471a4d65
1842,llama-3.2-1b-instruct,0.0,math_comp,math,b241aac6ed7f653107d3c9bb1e5cad42495fcaf7dc530316c4fff751471a4d65
1843,llama-3.2-3b-instruct,0.0,math_comp,math,b241aac6ed7f653107d3c9bb1e5cad42495fcaf7dc530316c4fff751471a4d65
1844,mistral-24b,0.0,math_comp,math,b241aac6ed7f653107d3c9bb1e5cad42495fcaf7dc530316c4fff751471a4d65
1845,mistral-7b,0.0,math_comp,math,b241aac6ed7f653107d3c9bb1e5cad42495fcaf7dc530316c4fff751471a4d65
1846,qwen-2.5-3b-instruct,0.0,math_comp,math,b241aac6ed7f653107d3c9bb1e5cad42495fcaf7dc530316c4fff751471a4d65
1847,qwen-32b,0.0,math_comp,math,b241aac6ed7f653107d3c9bb1e5cad42495fcaf7dc530316c4fff751471a4d65
1848,gemma-3-12b-it,0.0,math_comp,math,b33a5450070dc69e175a6f058b544e2428b76a649cccc819957796b5fe5ec1d2
1849,gemma-3-1b-it,0.0,math_comp,math,b33a5450070dc69e175a6f058b544e2428b76a649cccc819957796b5fe5ec1d2
1850,gemma-3-4b-it,0.0,math_comp,math,b33a5450070dc69e175a6f058b544e2428b76a649cccc819957796b5fe5ec1d2
1851,llama-3.1-70b-instruct,0.0,math_comp,math,b33a5450070dc69e175a6f058b544e2428b76a649cccc819957796b5fe5ec1d2
1852,llama-3.1-8b-instruct,0.0,math_comp,math,b33a5450070dc69e175a6f058b544e2428b76a649cccc819957796b5fe5ec1d2
1853,llama-3.2-1b-instruct,0.0,math_comp,math,b33a5450070dc69e175a6f058b544e2428b76a649cccc819957796b5fe5ec1d2
1854,llama-3.2-3b-instruct,0.0,math_comp,math,b33a5450070dc69e175a6f058b544e2428b76a649cccc819957796b5fe5ec1d2
1855,mistral-24b,0.0,math_comp,math,b33a5450070dc69e175a6f058b544e2428b76a649cccc819957796b5fe5ec1d2
1856,mistral-7b,0.0,math_comp,math,b33a5450070dc69e175a6f058b544e2428b76a649cccc819957796b5fe5ec1d2
1857,qwen-2.5-3b-instruct,0.0,math_comp,math,b33a5450070dc69e175a6f058b544e2428b76a649cccc819957796b5fe5ec1d2
