,model,score,task,category,question_id
607,mistral-7b,0.0,AMPS_Hard,math,a1cccb6363eb69b14be1666c10b4e6f3626d7f7f39d101222b9d1c50a8fe50ed
608,qwen2.5-32b,100.0,AMPS_Hard,math,a1cccb6363eb69b14be1666c10b4e6f3626d7f7f39d101222b9d1c50a8fe50ed
609,qwen2.5-3b,0.0,AMPS_Hard,math,a1cccb6363eb69b14be1666c10b4e6f3626d7f7f39d101222b9d1c50a8fe50ed
610,gemma-3-12b-it,0.0,AMPS_Hard,math,a357d96731893796391aec9a4daafc89c857d94e72f7217eaeb820e2a9bd6a47
611,gemma-3-1b-it,0.0,AMPS_Hard,math,a357d96731893796391aec9a4daafc89c857d94e72f7217eaeb820e2a9bd6a47
612,gemma-3-4b-it,0.0,AMPS_Hard,math,a357d96731893796391aec9a4daafc89c857d94e72f7217eaeb820e2a9bd6a47
613,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,a357d96731893796391aec9a4daafc89c857d94e72f7217eaeb820e2a9bd6a47
614,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,a357d96731893796391aec9a4daafc89c857d94e72f7217eaeb820e2a9bd6a47
615,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,a357d96731893796391aec9a4daafc89c857d94e72f7217eaeb820e2a9bd6a47
616,mistral-24b,0.0,AMPS_Hard,math,a357d96731893796391aec9a4daafc89c857d94e72f7217eaeb820e2a9bd6a47
617,mistral-7b,0.0,AMPS_Hard,math,a357d96731893796391aec9a4daafc89c857d94e72f7217eaeb820e2a9bd6a47
618,qwen2.5-32b,100.0,AMPS_Hard,math,a357d96731893796391aec9a4daafc89c857d94e72f7217eaeb820e2a9bd6a47
619,qwen2.5-3b,100.0,AMPS_Hard,math,a357d96731893796391aec9a4daafc89c857d94e72f7217eaeb820e2a9bd6a47
620,gemma-3-12b-it,0.0,AMPS_Hard,math,a430c98bb36dc61f96279cb541bc7a20fe3843f9d057c53e2291ea80e19ebd23
621,gemma-3-1b-it,0.0,AMPS_Hard,math,a430c98bb36dc61f96279cb541bc7a20fe3843f9d057c53e2291ea80e19ebd23
622,gemma-3-4b-it,100.0,AMPS_Hard,math,a430c98bb36dc61f96279cb541bc7a20fe3843f9d057c53e2291ea80e19ebd23
623,llama-3.1-8b-instruct,100.0,AMPS_Hard,math,a430c98bb36dc61f96279cb541bc7a20fe3843f9d057c53e2291ea80e19ebd23
624,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,a430c98bb36dc61f96279cb541bc7a20fe3843f9d057c53e2291ea80e19ebd23
625,llama-3.2-3b-instruct,100.0,AMPS_Hard,math,a430c98bb36dc61f96279cb541bc7a20fe3843f9d057c53e2291ea80e19ebd23
626,mistral-24b,100.0,AMPS_Hard,math,a430c98bb36dc61f96279cb541bc7a20fe3843f9d057c53e2291ea80e19ebd23
627,mistral-7b,0.0,AMPS_Hard,math,a430c98bb36dc61f96279cb541bc7a20fe3843f9d057c53e2291ea80e19ebd23
628,qwen2.5-32b,100.0,AMPS_Hard,math,a430c98bb36dc61f96279cb541bc7a20fe3843f9d057c53e2291ea80e19ebd23
629,qwen2.5-3b,100.0,AMPS_Hard,math,a430c98bb36dc61f96279cb541bc7a20fe3843f9d057c53e2291ea80e19ebd23
630,gemma-3-12b-it,0.0,AMPS_Hard,math,a7076c4f5c58e9e81f7ef76e3fbf6ec7dd28f5fd9d644500f0d007cca4fd3367
631,gemma-3-1b-it,0.0,AMPS_Hard,math,a7076c4f5c58e9e81f7ef76e3fbf6ec7dd28f5fd9d644500f0d007cca4fd3367
632,gemma-3-4b-it,100.0,AMPS_Hard,math,a7076c4f5c58e9e81f7ef76e3fbf6ec7dd28f5fd9d644500f0d007cca4fd3367
633,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,a7076c4f5c58e9e81f7ef76e3fbf6ec7dd28f5fd9d644500f0d007cca4fd3367
634,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,a7076c4f5c58e9e81f7ef76e3fbf6ec7dd28f5fd9d644500f0d007cca4fd3367
635,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,a7076c4f5c58e9e81f7ef76e3fbf6ec7dd28f5fd9d644500f0d007cca4fd3367
636,mistral-24b,0.0,AMPS_Hard,math,a7076c4f5c58e9e81f7ef76e3fbf6ec7dd28f5fd9d644500f0d007cca4fd3367
637,mistral-7b,0.0,AMPS_Hard,math,a7076c4f5c58e9e81f7ef76e3fbf6ec7dd28f5fd9d644500f0d007cca4fd3367
638,qwen2.5-32b,0.0,AMPS_Hard,math,a7076c4f5c58e9e81f7ef76e3fbf6ec7dd28f5fd9d644500f0d007cca4fd3367
639,qwen2.5-3b,0.0,AMPS_Hard,math,a7076c4f5c58e9e81f7ef76e3fbf6ec7dd28f5fd9d644500f0d007cca4fd3367
640,gemma-3-12b-it,100.0,AMPS_Hard,math,a9822a81de53b287b11ccab159be018e1085c75e8cf61640d5384e471451ee0f
641,gemma-3-1b-it,0.0,AMPS_Hard,math,a9822a81de53b287b11ccab159be018e1085c75e8cf61640d5384e471451ee0f
642,gemma-3-4b-it,0.0,AMPS_Hard,math,a9822a81de53b287b11ccab159be018e1085c75e8cf61640d5384e471451ee0f
643,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,a9822a81de53b287b11ccab159be018e1085c75e8cf61640d5384e471451ee0f
644,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,a9822a81de53b287b11ccab159be018e1085c75e8cf61640d5384e471451ee0f
645,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,a9822a81de53b287b11ccab159be018e1085c75e8cf61640d5384e471451ee0f
646,mistral-24b,0.0,AMPS_Hard,math,a9822a81de53b287b11ccab159be018e1085c75e8cf61640d5384e471451ee0f
647,mistral-7b,0.0,AMPS_Hard,math,a9822a81de53b287b11ccab159be018e1085c75e8cf61640d5384e471451ee0f
648,qwen2.5-32b,0.0,AMPS_Hard,math,a9822a81de53b287b11ccab159be018e1085c75e8cf61640d5384e471451ee0f
649,qwen2.5-3b,0.0,AMPS_Hard,math,a9822a81de53b287b11ccab159be018e1085c75e8cf61640d5384e471451ee0f
650,gemma-3-12b-it,100.0,AMPS_Hard,math,a9e574313b614eec19bcc03d6c3f8e44deaf5b866cee7080bb239e415a189d15
651,gemma-3-1b-it,100.0,AMPS_Hard,math,a9e574313b614eec19bcc03d6c3f8e44deaf5b866cee7080bb239e415a189d15
652,gemma-3-4b-it,0.0,AMPS_Hard,math,a9e574313b614eec19bcc03d6c3f8e44deaf5b866cee7080bb239e415a189d15
653,llama-3.1-8b-instruct,100.0,AMPS_Hard,math,a9e574313b614eec19bcc03d6c3f8e44deaf5b866cee7080bb239e415a189d15
654,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,a9e574313b614eec19bcc03d6c3f8e44deaf5b866cee7080bb239e415a189d15
655,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,a9e574313b614eec19bcc03d6c3f8e44deaf5b866cee7080bb239e415a189d15
656,mistral-24b,0.0,AMPS_Hard,math,a9e574313b614eec19bcc03d6c3f8e44deaf5b866cee7080bb239e415a189d15
657,mistral-7b,0.0,AMPS_Hard,math,a9e574313b614eec19bcc03d6c3f8e44deaf5b866cee7080bb239e415a189d15
658,qwen2.5-32b,100.0,AMPS_Hard,math,a9e574313b614eec19bcc03d6c3f8e44deaf5b866cee7080bb239e415a189d15
659,qwen2.5-3b,100.0,AMPS_Hard,math,a9e574313b614eec19bcc03d6c3f8e44deaf5b866cee7080bb239e415a189d15
660,gemma-3-12b-it,0.0,AMPS_Hard,math,aa2a15208cad319abd3738bee4e9f7ceaffbf4d56dd7eeff090c442a584ee1f4
661,gemma-3-1b-it,0.0,AMPS_Hard,math,aa2a15208cad319abd3738bee4e9f7ceaffbf4d56dd7eeff090c442a584ee1f4
662,gemma-3-4b-it,0.0,AMPS_Hard,math,aa2a15208cad319abd3738bee4e9f7ceaffbf4d56dd7eeff090c442a584ee1f4
663,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,aa2a15208cad319abd3738bee4e9f7ceaffbf4d56dd7eeff090c442a584ee1f4
664,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,aa2a15208cad319abd3738bee4e9f7ceaffbf4d56dd7eeff090c442a584ee1f4
665,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,aa2a15208cad319abd3738bee4e9f7ceaffbf4d56dd7eeff090c442a584ee1f4
666,mistral-24b,0.0,AMPS_Hard,math,aa2a15208cad319abd3738bee4e9f7ceaffbf4d56dd7eeff090c442a584ee1f4
667,mistral-7b,0.0,AMPS_Hard,math,aa2a15208cad319abd3738bee4e9f7ceaffbf4d56dd7eeff090c442a584ee1f4
668,qwen2.5-32b,0.0,AMPS_Hard,math,aa2a15208cad319abd3738bee4e9f7ceaffbf4d56dd7eeff090c442a584ee1f4
669,qwen2.5-3b,0.0,AMPS_Hard,math,aa2a15208cad319abd3738bee4e9f7ceaffbf4d56dd7eeff090c442a584ee1f4
670,gemma-3-12b-it,100.0,AMPS_Hard,math,b790b0092a39d1144336e52e36c156e7b6c2c08f41facad3cc5cbfc63c509422
671,gemma-3-1b-it,0.0,AMPS_Hard,math,b790b0092a39d1144336e52e36c156e7b6c2c08f41facad3cc5cbfc63c509422
672,gemma-3-4b-it,0.0,AMPS_Hard,math,b790b0092a39d1144336e52e36c156e7b6c2c08f41facad3cc5cbfc63c509422
673,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,b790b0092a39d1144336e52e36c156e7b6c2c08f41facad3cc5cbfc63c509422
674,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,b790b0092a39d1144336e52e36c156e7b6c2c08f41facad3cc5cbfc63c509422
675,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,b790b0092a39d1144336e52e36c156e7b6c2c08f41facad3cc5cbfc63c509422
676,mistral-24b,100.0,AMPS_Hard,math,b790b0092a39d1144336e52e36c156e7b6c2c08f41facad3cc5cbfc63c509422
677,mistral-7b,100.0,AMPS_Hard,math,b790b0092a39d1144336e52e36c156e7b6c2c08f41facad3cc5cbfc63c509422
678,qwen2.5-32b,100.0,AMPS_Hard,math,b790b0092a39d1144336e52e36c156e7b6c2c08f41facad3cc5cbfc63c509422
679,qwen2.5-3b,100.0,AMPS_Hard,math,b790b0092a39d1144336e52e36c156e7b6c2c08f41facad3cc5cbfc63c509422
680,gemma-3-12b-it,0.0,AMPS_Hard,math,b90d2cf2c33dcc9405168eeeebc3107d721faa3140dbd890aab6d1f2afd2cef8
681,gemma-3-1b-it,100.0,AMPS_Hard,math,b90d2cf2c33dcc9405168eeeebc3107d721faa3140dbd890aab6d1f2afd2cef8
682,gemma-3-4b-it,100.0,AMPS_Hard,math,b90d2cf2c33dcc9405168eeeebc3107d721faa3140dbd890aab6d1f2afd2cef8
683,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,b90d2cf2c33dcc9405168eeeebc3107d721faa3140dbd890aab6d1f2afd2cef8
684,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,b90d2cf2c33dcc9405168eeeebc3107d721faa3140dbd890aab6d1f2afd2cef8
685,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,b90d2cf2c33dcc9405168eeeebc3107d721faa3140dbd890aab6d1f2afd2cef8
686,mistral-24b,100.0,AMPS_Hard,math,b90d2cf2c33dcc9405168eeeebc3107d721faa3140dbd890aab6d1f2afd2cef8
687,mistral-7b,0.0,AMPS_Hard,math,b90d2cf2c33dcc9405168eeeebc3107d721faa3140dbd890aab6d1f2afd2cef8
688,qwen2.5-32b,100.0,AMPS_Hard,math,b90d2cf2c33dcc9405168eeeebc3107d721faa3140dbd890aab6d1f2afd2cef8
689,qwen2.5-3b,100.0,AMPS_Hard,math,b90d2cf2c33dcc9405168eeeebc3107d721faa3140dbd890aab6d1f2afd2cef8
690,gemma-3-12b-it,0.0,AMPS_Hard,math,ba4e9d1ab1f79dee69a26796cf701e83a97433ad08814b30191bbd4600860edc
691,gemma-3-1b-it,0.0,AMPS_Hard,math,ba4e9d1ab1f79dee69a26796cf701e83a97433ad08814b30191bbd4600860edc
692,gemma-3-4b-it,100.0,AMPS_Hard,math,ba4e9d1ab1f79dee69a26796cf701e83a97433ad08814b30191bbd4600860edc
693,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,ba4e9d1ab1f79dee69a26796cf701e83a97433ad08814b30191bbd4600860edc
694,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,ba4e9d1ab1f79dee69a26796cf701e83a97433ad08814b30191bbd4600860edc
695,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,ba4e9d1ab1f79dee69a26796cf701e83a97433ad08814b30191bbd4600860edc
696,mistral-24b,100.0,AMPS_Hard,math,ba4e9d1ab1f79dee69a26796cf701e83a97433ad08814b30191bbd4600860edc
697,mistral-7b,0.0,AMPS_Hard,math,ba4e9d1ab1f79dee69a26796cf701e83a97433ad08814b30191bbd4600860edc
698,qwen2.5-32b,100.0,AMPS_Hard,math,ba4e9d1ab1f79dee69a26796cf701e83a97433ad08814b30191bbd4600860edc
699,qwen2.5-3b,0.0,AMPS_Hard,math,ba4e9d1ab1f79dee69a26796cf701e83a97433ad08814b30191bbd4600860edc
700,gemma-3-12b-it,100.0,AMPS_Hard,math,bca7b428abb8631a21dfc630b7582b7b048e87391ba46463726340fc91198561
701,gemma-3-1b-it,0.0,AMPS_Hard,math,bca7b428abb8631a21dfc630b7582b7b048e87391ba46463726340fc91198561
702,gemma-3-4b-it,100.0,AMPS_Hard,math,bca7b428abb8631a21dfc630b7582b7b048e87391ba46463726340fc91198561
703,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,bca7b428abb8631a21dfc630b7582b7b048e87391ba46463726340fc91198561
704,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,bca7b428abb8631a21dfc630b7582b7b048e87391ba46463726340fc91198561
705,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,bca7b428abb8631a21dfc630b7582b7b048e87391ba46463726340fc91198561
706,mistral-24b,100.0,AMPS_Hard,math,bca7b428abb8631a21dfc630b7582b7b048e87391ba46463726340fc91198561
707,mistral-7b,0.0,AMPS_Hard,math,bca7b428abb8631a21dfc630b7582b7b048e87391ba46463726340fc91198561
708,qwen2.5-32b,100.0,AMPS_Hard,math,bca7b428abb8631a21dfc630b7582b7b048e87391ba46463726340fc91198561
709,qwen2.5-3b,100.0,AMPS_Hard,math,bca7b428abb8631a21dfc630b7582b7b048e87391ba46463726340fc91198561
710,gemma-3-12b-it,0.0,AMPS_Hard,math,bf83a69a4bcec53ac5c3e39bcb45141b6f26f076429dfab05b222abf86f17ed1
711,gemma-3-1b-it,0.0,AMPS_Hard,math,bf83a69a4bcec53ac5c3e39bcb45141b6f26f076429dfab05b222abf86f17ed1
712,gemma-3-4b-it,100.0,AMPS_Hard,math,bf83a69a4bcec53ac5c3e39bcb45141b6f26f076429dfab05b222abf86f17ed1
713,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,bf83a69a4bcec53ac5c3e39bcb45141b6f26f076429dfab05b222abf86f17ed1
714,llama-3.2-1b-instruct,100.0,AMPS_Hard,math,bf83a69a4bcec53ac5c3e39bcb45141b6f26f076429dfab05b222abf86f17ed1
715,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,bf83a69a4bcec53ac5c3e39bcb45141b6f26f076429dfab05b222abf86f17ed1
716,mistral-24b,100.0,AMPS_Hard,math,bf83a69a4bcec53ac5c3e39bcb45141b6f26f076429dfab05b222abf86f17ed1
717,mistral-7b,0.0,AMPS_Hard,math,bf83a69a4bcec53ac5c3e39bcb45141b6f26f076429dfab05b222abf86f17ed1
718,qwen2.5-32b,100.0,AMPS_Hard,math,bf83a69a4bcec53ac5c3e39bcb45141b6f26f076429dfab05b222abf86f17ed1
719,qwen2.5-3b,100.0,AMPS_Hard,math,bf83a69a4bcec53ac5c3e39bcb45141b6f26f076429dfab05b222abf86f17ed1
720,gemma-3-12b-it,100.0,AMPS_Hard,math,c22aba3cd3d168560febcd042f56de61f6d02d593d74c77b5beecb89791f1268
721,gemma-3-1b-it,0.0,AMPS_Hard,math,c22aba3cd3d168560febcd042f56de61f6d02d593d74c77b5beecb89791f1268
722,gemma-3-4b-it,0.0,AMPS_Hard,math,c22aba3cd3d168560febcd042f56de61f6d02d593d74c77b5beecb89791f1268
723,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,c22aba3cd3d168560febcd042f56de61f6d02d593d74c77b5beecb89791f1268
724,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,c22aba3cd3d168560febcd042f56de61f6d02d593d74c77b5beecb89791f1268
725,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,c22aba3cd3d168560febcd042f56de61f6d02d593d74c77b5beecb89791f1268
726,mistral-24b,0.0,AMPS_Hard,math,c22aba3cd3d168560febcd042f56de61f6d02d593d74c77b5beecb89791f1268
727,mistral-7b,0.0,AMPS_Hard,math,c22aba3cd3d168560febcd042f56de61f6d02d593d74c77b5beecb89791f1268
728,qwen2.5-32b,100.0,AMPS_Hard,math,c22aba3cd3d168560febcd042f56de61f6d02d593d74c77b5beecb89791f1268
729,qwen2.5-3b,0.0,AMPS_Hard,math,c22aba3cd3d168560febcd042f56de61f6d02d593d74c77b5beecb89791f1268
730,gemma-3-12b-it,0.0,AMPS_Hard,math,c3043e58df607cf3448404c3f21bcf3540afc3283eb31bf9903b9b4dadef2921
731,gemma-3-1b-it,0.0,AMPS_Hard,math,c3043e58df607cf3448404c3f21bcf3540afc3283eb31bf9903b9b4dadef2921
732,gemma-3-4b-it,100.0,AMPS_Hard,math,c3043e58df607cf3448404c3f21bcf3540afc3283eb31bf9903b9b4dadef2921
733,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,c3043e58df607cf3448404c3f21bcf3540afc3283eb31bf9903b9b4dadef2921
734,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,c3043e58df607cf3448404c3f21bcf3540afc3283eb31bf9903b9b4dadef2921
735,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,c3043e58df607cf3448404c3f21bcf3540afc3283eb31bf9903b9b4dadef2921
736,mistral-24b,0.0,AMPS_Hard,math,c3043e58df607cf3448404c3f21bcf3540afc3283eb31bf9903b9b4dadef2921
737,mistral-7b,0.0,AMPS_Hard,math,c3043e58df607cf3448404c3f21bcf3540afc3283eb31bf9903b9b4dadef2921
738,qwen2.5-32b,0.0,AMPS_Hard,math,c3043e58df607cf3448404c3f21bcf3540afc3283eb31bf9903b9b4dadef2921
739,qwen2.5-3b,0.0,AMPS_Hard,math,c3043e58df607cf3448404c3f21bcf3540afc3283eb31bf9903b9b4dadef2921
740,gemma-3-12b-it,0.0,AMPS_Hard,math,c3f6b7718cc440106b768588cd530da88a34d226ee584cc356d1d9e9cd769e3a
741,gemma-3-1b-it,0.0,AMPS_Hard,math,c3f6b7718cc440106b768588cd530da88a34d226ee584cc356d1d9e9cd769e3a
742,gemma-3-4b-it,0.0,AMPS_Hard,math,c3f6b7718cc440106b768588cd530da88a34d226ee584cc356d1d9e9cd769e3a
743,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,c3f6b7718cc440106b768588cd530da88a34d226ee584cc356d1d9e9cd769e3a
744,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,c3f6b7718cc440106b768588cd530da88a34d226ee584cc356d1d9e9cd769e3a
745,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,c3f6b7718cc440106b768588cd530da88a34d226ee584cc356d1d9e9cd769e3a
746,mistral-24b,0.0,AMPS_Hard,math,c3f6b7718cc440106b768588cd530da88a34d226ee584cc356d1d9e9cd769e3a
747,mistral-7b,0.0,AMPS_Hard,math,c3f6b7718cc440106b768588cd530da88a34d226ee584cc356d1d9e9cd769e3a
748,qwen2.5-32b,0.0,AMPS_Hard,math,c3f6b7718cc440106b768588cd530da88a34d226ee584cc356d1d9e9cd769e3a
749,qwen2.5-3b,0.0,AMPS_Hard,math,c3f6b7718cc440106b768588cd530da88a34d226ee584cc356d1d9e9cd769e3a
750,gemma-3-12b-it,0.0,AMPS_Hard,math,c43fa2cd286b9fde666f0805ea1ad8fcc46667e629c88af962357ffb6b35de50
751,gemma-3-1b-it,0.0,AMPS_Hard,math,c43fa2cd286b9fde666f0805ea1ad8fcc46667e629c88af962357ffb6b35de50
752,gemma-3-4b-it,0.0,AMPS_Hard,math,c43fa2cd286b9fde666f0805ea1ad8fcc46667e629c88af962357ffb6b35de50
753,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,c43fa2cd286b9fde666f0805ea1ad8fcc46667e629c88af962357ffb6b35de50
754,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,c43fa2cd286b9fde666f0805ea1ad8fcc46667e629c88af962357ffb6b35de50
755,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,c43fa2cd286b9fde666f0805ea1ad8fcc46667e629c88af962357ffb6b35de50
756,mistral-24b,0.0,AMPS_Hard,math,c43fa2cd286b9fde666f0805ea1ad8fcc46667e629c88af962357ffb6b35de50
757,mistral-7b,0.0,AMPS_Hard,math,c43fa2cd286b9fde666f0805ea1ad8fcc46667e629c88af962357ffb6b35de50
758,qwen2.5-32b,0.0,AMPS_Hard,math,c43fa2cd286b9fde666f0805ea1ad8fcc46667e629c88af962357ffb6b35de50
759,qwen2.5-3b,0.0,AMPS_Hard,math,c43fa2cd286b9fde666f0805ea1ad8fcc46667e629c88af962357ffb6b35de50
760,gemma-3-12b-it,0.0,AMPS_Hard,math,c604405c61a4af20f0b0fd128848d4a0aef09d9678fa7da71c576c5dfe66a6bb
761,gemma-3-1b-it,0.0,AMPS_Hard,math,c604405c61a4af20f0b0fd128848d4a0aef09d9678fa7da71c576c5dfe66a6bb
762,gemma-3-4b-it,0.0,AMPS_Hard,math,c604405c61a4af20f0b0fd128848d4a0aef09d9678fa7da71c576c5dfe66a6bb
763,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,c604405c61a4af20f0b0fd128848d4a0aef09d9678fa7da71c576c5dfe66a6bb
764,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,c604405c61a4af20f0b0fd128848d4a0aef09d9678fa7da71c576c5dfe66a6bb
765,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,c604405c61a4af20f0b0fd128848d4a0aef09d9678fa7da71c576c5dfe66a6bb
766,mistral-24b,0.0,AMPS_Hard,math,c604405c61a4af20f0b0fd128848d4a0aef09d9678fa7da71c576c5dfe66a6bb
767,mistral-7b,0.0,AMPS_Hard,math,c604405c61a4af20f0b0fd128848d4a0aef09d9678fa7da71c576c5dfe66a6bb
768,qwen2.5-32b,0.0,AMPS_Hard,math,c604405c61a4af20f0b0fd128848d4a0aef09d9678fa7da71c576c5dfe66a6bb
769,qwen2.5-3b,0.0,AMPS_Hard,math,c604405c61a4af20f0b0fd128848d4a0aef09d9678fa7da71c576c5dfe66a6bb
770,gemma-3-12b-it,100.0,AMPS_Hard,math,c71563a982aa8ce77ac79c1dfe087c1d70c2dea295bd70d5f80e56ca033ddf64
771,gemma-3-1b-it,100.0,AMPS_Hard,math,c71563a982aa8ce77ac79c1dfe087c1d70c2dea295bd70d5f80e56ca033ddf64
772,gemma-3-4b-it,100.0,AMPS_Hard,math,c71563a982aa8ce77ac79c1dfe087c1d70c2dea295bd70d5f80e56ca033ddf64
773,llama-3.1-8b-instruct,100.0,AMPS_Hard,math,c71563a982aa8ce77ac79c1dfe087c1d70c2dea295bd70d5f80e56ca033ddf64
774,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,c71563a982aa8ce77ac79c1dfe087c1d70c2dea295bd70d5f80e56ca033ddf64
775,llama-3.2-3b-instruct,100.0,AMPS_Hard,math,c71563a982aa8ce77ac79c1dfe087c1d70c2dea295bd70d5f80e56ca033ddf64
776,mistral-24b,100.0,AMPS_Hard,math,c71563a982aa8ce77ac79c1dfe087c1d70c2dea295bd70d5f80e56ca033ddf64
777,mistral-7b,0.0,AMPS_Hard,math,c71563a982aa8ce77ac79c1dfe087c1d70c2dea295bd70d5f80e56ca033ddf64
778,qwen2.5-32b,100.0,AMPS_Hard,math,c71563a982aa8ce77ac79c1dfe087c1d70c2dea295bd70d5f80e56ca033ddf64
779,qwen2.5-3b,100.0,AMPS_Hard,math,c71563a982aa8ce77ac79c1dfe087c1d70c2dea295bd70d5f80e56ca033ddf64
780,gemma-3-12b-it,100.0,AMPS_Hard,math,c743a39ae96d6e3df5c219804d77c75c4d04e58acd9e2db4c26e9952ebdab48d
781,gemma-3-1b-it,100.0,AMPS_Hard,math,c743a39ae96d6e3df5c219804d77c75c4d04e58acd9e2db4c26e9952ebdab48d
782,gemma-3-4b-it,100.0,AMPS_Hard,math,c743a39ae96d6e3df5c219804d77c75c4d04e58acd9e2db4c26e9952ebdab48d
783,llama-3.1-8b-instruct,100.0,AMPS_Hard,math,c743a39ae96d6e3df5c219804d77c75c4d04e58acd9e2db4c26e9952ebdab48d
784,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,c743a39ae96d6e3df5c219804d77c75c4d04e58acd9e2db4c26e9952ebdab48d
785,llama-3.2-3b-instruct,100.0,AMPS_Hard,math,c743a39ae96d6e3df5c219804d77c75c4d04e58acd9e2db4c26e9952ebdab48d
786,mistral-24b,100.0,AMPS_Hard,math,c743a39ae96d6e3df5c219804d77c75c4d04e58acd9e2db4c26e9952ebdab48d
787,mistral-7b,0.0,AMPS_Hard,math,c743a39ae96d6e3df5c219804d77c75c4d04e58acd9e2db4c26e9952ebdab48d
788,qwen2.5-32b,100.0,AMPS_Hard,math,c743a39ae96d6e3df5c219804d77c75c4d04e58acd9e2db4c26e9952ebdab48d
789,qwen2.5-3b,100.0,AMPS_Hard,math,c743a39ae96d6e3df5c219804d77c75c4d04e58acd9e2db4c26e9952ebdab48d
790,gemma-3-12b-it,0.0,AMPS_Hard,math,c976648d528b54097ea84178f265a6efb5ba941f1b8cd00008235675f1e9bcf2
791,gemma-3-1b-it,0.0,AMPS_Hard,math,c976648d528b54097ea84178f265a6efb5ba941f1b8cd00008235675f1e9bcf2
792,gemma-3-4b-it,0.0,AMPS_Hard,math,c976648d528b54097ea84178f265a6efb5ba941f1b8cd00008235675f1e9bcf2
793,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,c976648d528b54097ea84178f265a6efb5ba941f1b8cd00008235675f1e9bcf2
794,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,c976648d528b54097ea84178f265a6efb5ba941f1b8cd00008235675f1e9bcf2
795,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,c976648d528b54097ea84178f265a6efb5ba941f1b8cd00008235675f1e9bcf2
796,mistral-24b,0.0,AMPS_Hard,math,c976648d528b54097ea84178f265a6efb5ba941f1b8cd00008235675f1e9bcf2
797,mistral-7b,0.0,AMPS_Hard,math,c976648d528b54097ea84178f265a6efb5ba941f1b8cd00008235675f1e9bcf2
798,qwen2.5-32b,100.0,AMPS_Hard,math,c976648d528b54097ea84178f265a6efb5ba941f1b8cd00008235675f1e9bcf2
799,qwen2.5-3b,0.0,AMPS_Hard,math,c976648d528b54097ea84178f265a6efb5ba941f1b8cd00008235675f1e9bcf2
800,gemma-3-12b-it,0.0,AMPS_Hard,math,cda8b1de7e358a20f72671af0b08098086afb6e3392ea273350d9bae22bbd87c
801,gemma-3-1b-it,0.0,AMPS_Hard,math,cda8b1de7e358a20f72671af0b08098086afb6e3392ea273350d9bae22bbd87c
802,gemma-3-4b-it,0.0,AMPS_Hard,math,cda8b1de7e358a20f72671af0b08098086afb6e3392ea273350d9bae22bbd87c
803,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,cda8b1de7e358a20f72671af0b08098086afb6e3392ea273350d9bae22bbd87c
